[baseline].syntagma,[baseline].stemmed,[baseline].scope,[baseline].occur_syntagma_all,[baseline].occur_repl_uniq,[baseline].occur_repl_exhausted,[baseline].occur_redu_uniq,[baseline].occur_redu_exhausted,[baseline].occur_full_syn_repl,[baseline].occur_full_syn_redu,[document].doc_id,[document].redufree_len,[word].normalized_word,[word].rle_word,[word].stemmed,[word].pos,[word].polarity,[repl].id,[repl].index_in_corpus,[repl].index_in_redufree,[repl].repl_letter,[repl].repl_length,[repl].index_of_repl,[repl].in_redu,[redu].id,[redu].index_in_corpus,[redu].index_in_redufree,[redu].orig_words,[redu].redu_length,[context].contextL5,[context].context_infoL5,[context].contextL4,[context].context_infoL4,[context].contextL3,[context].context_infoL3,[context].contextL2,[context].context_infoL2,[context].contextL1,[context].context_infoL1
realy || liked || it || :p || =),reali || like || it || :p || =),5,1,"[2, 0, 0, 0, 1]","[4, 0, 0, 0, 1]","[1, 0, 0, 0, 0]","[3, 0, 0, 0, 0]",,,7777,[19],realy,re^5al^4y^3,reali,RB,"[""positive"", 0.27]",69,"[0, 13]","[0, 11]",y,3,4,"[0, 11]",15,"[0, 11]","[0, 11]","{""realy"": 1, ""real^3y"": 1, ""re^5al^4y^3"": 1}",3,me,"[""PRP"", null, ""me""]",😫,"[""EMOIMG"", null, ""\ud83d\ude2b""]",",","[""symbol"", null, "",""]",but,"[""MD"", null, ""but""]",i,"[""PRP"", null, ""i""]"
realy || liked || it || :p || =),reali || like || it || :p || =),5,1,"[2, 0, 0, 0, 1]","[4, 0, 0, 0, 1]","[1, 0, 0, 0, 0]","[3, 0, 0, 0, 0]",,,7777,[19],=),=)^10,=),EMOASC,"[""positive"", 0.27]",70,"[0, 17]","[0, 15]",),10,1,,,,,,,i,"[""PRP"", null, ""i""]",realy,"[""RB"", {""realy"": 1, ""real^3y"": 1, ""re^5al^4y^3"": 1}, ""reali""]",liked,"[""VBD"", null, ""like""]",it,"[""PRP"", null, ""it""]",:p,"[""EMOASC"", null, "":p""]"
we || can || not || acept || . || -(,we || can || not || acept || . || -(,6,1,"[0, 0, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 1]",,,,,3333,[15],-(,-(^4,-(,EMOASC,"[""negative"", -0.7249999999999999]",21,"[0, 14]","[0, 10]",(,4,1,,,,,,,we,"[""PRP"", null, ""we""]",can,"[""MD"", null, ""can""]",not,"[""RB"", null, ""not""]",acept,"[""VB"", null, ""acept""]",.,"[""symbol"", null, "".""]"
a || big || explanation || .,a || big || explan || .,4,1,"[0, 0, 1, 0]","[0, 0, 1, 0]","[0, 1, 0, 0]","[0, 3, 0, 0]",,,5555,"[8, 2, 11, 4]",explanation,expla^5nation,explan,NN,"[""neutral"", 0.0]",28,"[0, 8]","[0, 6]",a,5,4,,,,,,,model,"[""NN"", null, ""model""]",",","[""symbol"", null, "",""]",but,"[""CC"", null, ""but""]",a,"[""DT"", null, ""a""]",big,"[""JJ"", {""big"": 3}, ""big""]"
a || big || explanation || .,a || big || explan || .,4,1,"[0, 0, 1, 0]","[0, 0, 1, 0]","[0, 1, 0, 0]","[0, 3, 0, 0]",,,5555,"[8, 2, 11, 4]",big,,big,JJ,"[""neutral"", 0.0]",,,,,,,,7,"[0, 5]","[0, 5]","{""big"": 3}",3,tiny,"[""JJ"", null, ""tini""]",model,"[""NN"", null, ""model""]",",","[""symbol"", null, "",""]",but,"[""CC"", null, ""but""]",a,"[""DT"", null, ""a""]"
for || explain || a || big || things,for || explain || a || big || thing,5,1,"[0, 0, 0, 2, 0]","[0, 0, 0, 2, 0]","[0, 0, 0, 1, 0]","[0, 0, 0, 2, 0]",,,4444,[13],big,bi^3g,big,NN,"[""neutral"", 0.0]",26,"[0, 15]","[0, 10]",i,3,1,"[0, 10]",6,"[0, 15]","[0, 10]","{""bi^3g"": 1, ""bi^15g"": 1}",2,can,"[""MD"", null, ""can""]",use,"[""VB"", null, ""use""]",for,"[""IN"", null, ""for""]",explain,"[""VB"", null, ""explain""]",a,"[""DT"", null, ""a""]"
for || explain || a || big || things,for || explain || a || big || thing,5,1,"[0, 0, 0, 2, 0]","[0, 0, 0, 2, 0]","[0, 0, 0, 1, 0]","[0, 0, 0, 2, 0]",,,4444,[13],big,bi^15g,big,NN,"[""neutral"", 0.0]",27,"[0, 16]","[0, 10]",i,15,1,"[0, 10]",6,"[0, 15]","[0, 10]","{""bi^3g"": 1, ""bi^15g"": 1}",2,can,"[""MD"", null, ""can""]",use,"[""VB"", null, ""use""]",for,"[""IN"", null, ""for""]",explain,"[""VB"", null, ""explain""]",a,"[""DT"", null, ""a""]"
model,model,1,2,1,2,,,1,,4444,[13],model,mo^7del^7,model,NN,"[""neutral"", 0.0]",24,"[0, 6]","[0, 1]",o,7,1,,,,,,,,,,,,,,,tiny,"[""JJ"", {""tiny"": 6}, ""tini""]"
model,model,1,2,1,2,,,1,,4444,[13],model,mo^7del^7,model,NN,"[""neutral"", 0.0]",25,"[0, 6]","[0, 1]",l,7,4,,,,,,,,,,,,,,,tiny,"[""JJ"", {""tiny"": 6}, ""tini""]"
"bad || news || , || which","bad || news || , || which",4,1,"[4, 0, 0, 0]","[7, 0, 0, 0]","[1, 0, 0, 0]","[5, 0, 0, 0]",,,3333,[15],bad,bad^5,bad,JJ,"[""negative"", -0.7249999999999999]",14,"[0, 1]","[0, 1]",d,5,2,"[0, 1]",3,"[0, 1]","[0, 1]","{""bad"": 1, ""ba^7d"": 1, ""bad^5"": 1, ""b^4a^4d^5"": 1, ""b^7a^6d"": 1}",5,,,,,,,,,a,"[""DT"", null, ""a""]"
"bad || news || , || which","bad || news || , || which",4,1,"[4, 0, 0, 0]","[7, 0, 0, 0]","[1, 0, 0, 0]","[5, 0, 0, 0]",,,3333,[15],bad,b^7a^6d,bad,JJ,"[""negative"", -0.7249999999999999]",15,"[0, 3]","[0, 1]",b,7,0,"[0, 1]",3,"[0, 1]","[0, 1]","{""bad"": 1, ""ba^7d"": 1, ""bad^5"": 1, ""b^4a^4d^5"": 1, ""b^7a^6d"": 1}",5,,,,,,,,,a,"[""DT"", null, ""a""]"
"bad || news || , || which","bad || news || , || which",4,1,"[4, 0, 0, 0]","[7, 0, 0, 0]","[1, 0, 0, 0]","[5, 0, 0, 0]",,,3333,[15],bad,b^7a^6d,bad,JJ,"[""negative"", -0.7249999999999999]",16,"[0, 3]","[0, 1]",a,6,1,"[0, 1]",3,"[0, 1]","[0, 1]","{""bad"": 1, ""ba^7d"": 1, ""bad^5"": 1, ""b^4a^4d^5"": 1, ""b^7a^6d"": 1}",5,,,,,,,,,a,"[""DT"", null, ""a""]"
"bad || news || , || which","bad || news || , || which",4,1,"[4, 0, 0, 0]","[7, 0, 0, 0]","[1, 0, 0, 0]","[5, 0, 0, 0]",,,3333,[15],bad,b^4a^4d^5,bad,JJ,"[""negative"", -0.7249999999999999]",17,"[0, 4]","[0, 1]",b,4,0,"[0, 1]",3,"[0, 1]","[0, 1]","{""bad"": 1, ""ba^7d"": 1, ""bad^5"": 1, ""b^4a^4d^5"": 1, ""b^7a^6d"": 1}",5,,,,,,,,,a,"[""DT"", null, ""a""]"
"bad || news || , || which","bad || news || , || which",4,1,"[4, 0, 0, 0]","[7, 0, 0, 0]","[1, 0, 0, 0]","[5, 0, 0, 0]",,,3333,[15],bad,b^4a^4d^5,bad,JJ,"[""negative"", -0.7249999999999999]",18,"[0, 4]","[0, 1]",a,4,1,"[0, 1]",3,"[0, 1]","[0, 1]","{""bad"": 1, ""ba^7d"": 1, ""bad^5"": 1, ""b^4a^4d^5"": 1, ""b^7a^6d"": 1}",5,,,,,,,,,a,"[""DT"", null, ""a""]"
"bad || news || , || which","bad || news || , || which",4,1,"[4, 0, 0, 0]","[7, 0, 0, 0]","[1, 0, 0, 0]","[5, 0, 0, 0]",,,3333,[15],bad,b^4a^4d^5,bad,JJ,"[""negative"", -0.7249999999999999]",19,"[0, 4]","[0, 1]",d,5,2,"[0, 1]",3,"[0, 1]","[0, 1]","{""bad"": 1, ""ba^7d"": 1, ""bad^5"": 1, ""b^4a^4d^5"": 1, ""b^7a^6d"": 1}",5,,,,,,,,,a,"[""DT"", null, ""a""]"
"bad || news || , || which","bad || news || , || which",4,1,"[4, 0, 0, 0]","[7, 0, 0, 0]","[1, 0, 0, 0]","[5, 0, 0, 0]",,,3333,[15],bad,ba^7d,bad,JJ,"[""negative"", -0.7249999999999999]",20,"[0, 5]","[0, 1]",a,7,1,"[0, 1]",3,"[0, 1]","[0, 1]","{""bad"": 1, ""ba^7d"": 1, ""bad^5"": 1, ""b^4a^4d^5"": 1, ""b^7a^6d"": 1}",5,,,,,,,,,a,"[""DT"", null, ""a""]"
you || 😀 || 🌈 || 😀,you || 😀 || 🌈 || 😀,4,1,"[1, 2, 1, ""IGNOR""]","[2, 2, 1, ""IGNOR""]",,,,,6666,"[3, 9]",you,y^3o^2u^4,you,VBD,"[""neutral"", 0.0]",57,"[1, 7]","[1, 3]",y,3,0,,,,,,,surprise,"[""NN"", null, ""surpris""]",.,"[""symbol"", null, "".""]",but,"[""NNP"", {""bu^5t"": 1, ""b^5ut"": 1}, ""but""]",you,"[""JJ"", {""yo^6u"": 1, ""y^6ou"": 1}, ""you""]",but,"[""CC"", {""b^6ut"": 1, ""b^5ut"": 2}, ""but""]"
you || 😀 || 🌈 || 😀,you || 😀 || 🌈 || 😀,4,1,"[1, 2, 1, ""IGNOR""]","[2, 2, 1, ""IGNOR""]",,,,,6666,"[3, 9]",you,y^3o^2u^4,you,VBD,"[""neutral"", 0.0]",58,"[1, 7]","[1, 3]",u,4,2,,,,,,,surprise,"[""NN"", null, ""surpris""]",.,"[""symbol"", null, "".""]",but,"[""NNP"", {""bu^5t"": 1, ""b^5ut"": 1}, ""but""]",you,"[""JJ"", {""yo^6u"": 1, ""y^6ou"": 1}, ""you""]",but,"[""CC"", {""b^6ut"": 1, ""b^5ut"": 2}, ""but""]"
you || 😀 || 🌈 || 😀,you || 😀 || 🌈 || 😀,4,1,"[1, 2, 1, ""IGNOR""]","[2, 2, 1, ""IGNOR""]",,,,,6666,"[3, 9]",😀,😀^5,😀,EMOIMG,"[""neutral"", 0.0]",59,"[1, 8]","[1, 4]",😀,5,0,,,,,,,.,"[""symbol"", null, "".""]",but,"[""NNP"", {""bu^5t"": 1, ""b^5ut"": 1}, ""but""]",you,"[""JJ"", {""yo^6u"": 1, ""y^6ou"": 1}, ""you""]",but,"[""CC"", {""b^6ut"": 1, ""b^5ut"": 2}, ""but""]",you,"[""VBD"", null, ""you""]"
you || 😀 || 🌈 || 😀,you || 😀 || 🌈 || 😀,4,1,"[1, 2, 1, ""IGNOR""]","[2, 2, 1, ""IGNOR""]",,,,,6666,"[3, 9]",🌈,🌈^7,🌈,EMOIMG,"[""neutral"", 0.0]",60,"[1, 9]","[1, 5]",🌈,7,0,,,,,,,but,"[""NNP"", {""bu^5t"": 1, ""b^5ut"": 1}, ""but""]",you,"[""JJ"", {""yo^6u"": 1, ""y^6ou"": 1}, ""you""]",but,"[""CC"", {""b^6ut"": 1, ""b^5ut"": 2}, ""but""]",you,"[""VBD"", null, ""you""]",😀,"[""EMOIMG"", null, ""\ud83d\ude00""]"
you || 😀 || 🌈 || 😀,you || 😀 || 🌈 || 😀,4,1,"[1, 2, 1, ""IGNOR""]","[2, 2, 1, ""IGNOR""]",,,,,6666,"[3, 9]",😀,😀^5,😀,EMOIMG,"[""neutral"", 0.0]",61,"[1, 10]","[1, 6]",😀,5,0,,,,,,,you,"[""JJ"", {""yo^6u"": 1, ""y^6ou"": 1}, ""you""]",but,"[""CC"", {""b^6ut"": 1, ""b^5ut"": 2}, ""but""]",you,"[""VBD"", null, ""you""]",😀,"[""EMOIMG"", null, ""\ud83d\ude00""]",🌈,"[""EMOIMG"", null, ""\ud83c\udf08""]"
i || realy || liked || it || :p,i || reali || like || it || :p,5,1,"[0, 2, 0, 0, 0]","[0, 4, 0, 0, 0]","[0, 1, 0, 0, 0]","[0, 3, 0, 0, 0]",,,7777,[19],realy,real^3y,reali,RB,"[""positive"", 0.27]",66,"[0, 12]","[0, 11]",l,3,3,"[0, 11]",15,"[0, 11]","[0, 11]","{""realy"": 1, ""real^3y"": 1, ""re^5al^4y^3"": 1}",3,me,"[""PRP"", null, ""me""]",😫,"[""EMOIMG"", null, ""\ud83d\ude2b""]",",","[""symbol"", null, "",""]",but,"[""MD"", null, ""but""]",i,"[""PRP"", null, ""i""]"
i || realy || liked || it || :p,i || reali || like || it || :p,5,1,"[0, 2, 0, 0, 0]","[0, 4, 0, 0, 0]","[0, 1, 0, 0, 0]","[0, 3, 0, 0, 0]",,,7777,[19],realy,re^5al^4y^3,reali,RB,"[""positive"", 0.27]",67,"[0, 13]","[0, 11]",e,5,1,"[0, 11]",15,"[0, 11]","[0, 11]","{""realy"": 1, ""real^3y"": 1, ""re^5al^4y^3"": 1}",3,me,"[""PRP"", null, ""me""]",😫,"[""EMOIMG"", null, ""\ud83d\ude2b""]",",","[""symbol"", null, "",""]",but,"[""MD"", null, ""but""]",i,"[""PRP"", null, ""i""]"
i || realy || liked || it || :p,i || reali || like || it || :p,5,1,"[0, 2, 0, 0, 0]","[0, 4, 0, 0, 0]","[0, 1, 0, 0, 0]","[0, 3, 0, 0, 0]",,,7777,[19],realy,re^5al^4y^3,reali,RB,"[""positive"", 0.27]",68,"[0, 13]","[0, 11]",l,4,3,"[0, 11]",15,"[0, 11]","[0, 11]","{""realy"": 1, ""real^3y"": 1, ""re^5al^4y^3"": 1}",3,me,"[""PRP"", null, ""me""]",😫,"[""EMOIMG"", null, ""\ud83d\ude2b""]",",","[""symbol"", null, "",""]",but,"[""MD"", null, ""but""]",i,"[""PRP"", null, ""i""]"
i || realy || liked || it || :p,i || reali || like || it || :p,5,1,"[0, 2, 0, 0, 0]","[0, 4, 0, 0, 0]","[0, 1, 0, 0, 0]","[0, 3, 0, 0, 0]",,,7777,[19],realy,re^5al^4y^3,reali,RB,"[""positive"", 0.27]",69,"[0, 13]","[0, 11]",y,3,4,"[0, 11]",15,"[0, 11]","[0, 11]","{""realy"": 1, ""real^3y"": 1, ""re^5al^4y^3"": 1}",3,me,"[""PRP"", null, ""me""]",😫,"[""EMOIMG"", null, ""\ud83d\ude2b""]",",","[""symbol"", null, "",""]",but,"[""MD"", null, ""but""]",i,"[""PRP"", null, ""i""]"
but || i || realy || liked || it || :p,but || i || reali || like || it || :p,6,1,"[1, 0, 2, 0, 0, 0]","[1, 0, 4, 0, 0, 0]","[0, 0, 1, 0, 0, 0]","[0, 0, 3, 0, 0, 0]",,,7777,[19],but,bu^10t,but,MD,"[""positive"", 0.27]",65,"[0, 9]","[0, 9]",u,10,1,,,,,,,surprise,"[""NN"", null, ""surpris""]",for,"[""IN"", null, ""for""]",me,"[""PRP"", null, ""me""]",😫,"[""EMOIMG"", null, ""\ud83d\ude2b""]",",","[""symbol"", null, "",""]"
but || i || realy || liked || it || :p,but || i || reali || like || it || :p,6,1,"[1, 0, 2, 0, 0, 0]","[1, 0, 4, 0, 0, 0]","[0, 0, 1, 0, 0, 0]","[0, 0, 3, 0, 0, 0]",,,7777,[19],realy,real^3y,reali,RB,"[""positive"", 0.27]",66,"[0, 12]","[0, 11]",l,3,3,"[0, 11]",15,"[0, 11]","[0, 11]","{""realy"": 1, ""real^3y"": 1, ""re^5al^4y^3"": 1}",3,me,"[""PRP"", null, ""me""]",😫,"[""EMOIMG"", null, ""\ud83d\ude2b""]",",","[""symbol"", null, "",""]",but,"[""MD"", null, ""but""]",i,"[""PRP"", null, ""i""]"
but || i || realy || liked || it || :p,but || i || reali || like || it || :p,6,1,"[1, 0, 2, 0, 0, 0]","[1, 0, 4, 0, 0, 0]","[0, 0, 1, 0, 0, 0]","[0, 0, 3, 0, 0, 0]",,,7777,[19],realy,re^5al^4y^3,reali,RB,"[""positive"", 0.27]",67,"[0, 13]","[0, 11]",e,5,1,"[0, 11]",15,"[0, 11]","[0, 11]","{""realy"": 1, ""real^3y"": 1, ""re^5al^4y^3"": 1}",3,me,"[""PRP"", null, ""me""]",😫,"[""EMOIMG"", null, ""\ud83d\ude2b""]",",","[""symbol"", null, "",""]",but,"[""MD"", null, ""but""]",i,"[""PRP"", null, ""i""]"
but || i || realy || liked || it || :p,but || i || reali || like || it || :p,6,1,"[1, 0, 2, 0, 0, 0]","[1, 0, 4, 0, 0, 0]","[0, 0, 1, 0, 0, 0]","[0, 0, 3, 0, 0, 0]",,,7777,[19],realy,re^5al^4y^3,reali,RB,"[""positive"", 0.27]",68,"[0, 13]","[0, 11]",l,4,3,"[0, 11]",15,"[0, 11]","[0, 11]","{""realy"": 1, ""real^3y"": 1, ""re^5al^4y^3"": 1}",3,me,"[""PRP"", null, ""me""]",😫,"[""EMOIMG"", null, ""\ud83d\ude2b""]",",","[""symbol"", null, "",""]",but,"[""MD"", null, ""but""]",i,"[""PRP"", null, ""i""]"
but || i || realy || liked || it || :p,but || i || reali || like || it || :p,6,1,"[1, 0, 2, 0, 0, 0]","[1, 0, 4, 0, 0, 0]","[0, 0, 1, 0, 0, 0]","[0, 0, 3, 0, 0, 0]",,,7777,[19],realy,re^5al^4y^3,reali,RB,"[""positive"", 0.27]",69,"[0, 13]","[0, 11]",y,3,4,"[0, 11]",15,"[0, 11]","[0, 11]","{""realy"": 1, ""real^3y"": 1, ""re^5al^4y^3"": 1}",3,me,"[""PRP"", null, ""me""]",😫,"[""EMOIMG"", null, ""\ud83d\ude2b""]",",","[""symbol"", null, "",""]",but,"[""MD"", null, ""but""]",i,"[""PRP"", null, ""i""]"
glad || to || se || you || -),glad || to || se || you || -),5,1,"[1, 0, 1, 0, 1]","[1, 0, 1, 0, 1]",,,,,2222,[5],glad,gla^7d,glad,NN,"[""neutral"", 0.0]",11,"[0, 0]","[0, 0]",a,7,2,,,,,,,,,,,,,,,,
glad || to || se || you || -),glad || to || se || you || -),5,1,"[1, 0, 1, 0, 1]","[1, 0, 1, 0, 1]",,,,,2222,[5],se,se^9,se,VB,"[""neutral"", 0.0]",12,"[0, 2]","[0, 2]",e,9,1,,,,,,,,,,,,,glad,"[""NN"", null, ""glad""]",to,"[""TO"", null, ""to""]"
glad || to || se || you || -),glad || to || se || you || -),5,1,"[1, 0, 1, 0, 1]","[1, 0, 1, 0, 1]",,,,,2222,[5],-),-)^4,-),EMOASC,"[""neutral"", 0.0]",13,"[0, 4]","[0, 4]",),4,1,,,,,,,,,glad,"[""NN"", null, ""glad""]",to,"[""TO"", null, ""to""]",se,"[""VB"", null, ""se""]",you,"[""PRP"", null, ""you""]"
1 || 😫 || 1 || .,1 || 😫 || 1 || .,4,1,"[2, 1, ""IGNOR"", 0]","[2, 1, ""IGNOR"", 0]",,,,,5555,"[8, 2, 11, 4]",1,1^6,1,number,"[""neutral"", 0.0]",32,"[2, 7]","[2, 7]",1,6,0,,,,,,,you,"[""PRP"", null, ""you""]",think,"[""VB"", null, ""think""]",about,"[""IN"", null, ""about""]",it,"[""PRP"", null, ""it""]",?,"[""symbol"", null, ""?""]"
1 || 😫 || 1 || .,1 || 😫 || 1 || .,4,1,"[2, 1, ""IGNOR"", 0]","[2, 1, ""IGNOR"", 0]",,,,,5555,"[8, 2, 11, 4]",😫,😫^4,😫,EMOIMG,"[""neutral"", 0.0]",33,"[2, 8]","[2, 8]",😫,4,0,,,,,,,think,"[""VB"", null, ""think""]",about,"[""IN"", null, ""about""]",it,"[""PRP"", null, ""it""]",?,"[""symbol"", null, ""?""]",1,"[""number"", null, ""1""]"
1 || 😫 || 1 || .,1 || 😫 || 1 || .,4,1,"[2, 1, ""IGNOR"", 0]","[2, 1, ""IGNOR"", 0]",,,,,5555,"[8, 2, 11, 4]",1,1^8,1,number,"[""neutral"", 0.0]",34,"[2, 9]","[2, 9]",1,8,0,,,,,,,about,"[""IN"", null, ""about""]",it,"[""PRP"", null, ""it""]",?,"[""symbol"", null, ""?""]",1,"[""number"", null, ""1""]",😫,"[""EMOIMG"", null, ""\ud83d\ude2b""]"
you || think,you || think,2,1,"[1, 0]","[1, 0]",,,,,5555,"[8, 2, 11, 4]",you,you^6,you,PRP,"[""neutral"", 0.0]",30,"[2, 2]","[2, 2]",u,6,2,,,,,,,.,"[""symbol"", null, "".""]",right,"[""UH"", null, ""right""]",?,"[""symbol"", null, ""?""]",what,"[""WP"", null, ""what""]",do,"[""VBP"", null, ""do""]"
not || acept || . || -( || 😫,not || acept || . || -( || 😫,5,1,"[0, 0, 0, 1, 1]","[0, 0, 0, 1, 1]",,,,,3333,[15],-(,-(^4,-(,EMOASC,"[""negative"", -0.7249999999999999]",21,"[0, 14]","[0, 10]",(,4,1,,,,,,,we,"[""PRP"", null, ""we""]",can,"[""MD"", null, ""can""]",not,"[""RB"", null, ""not""]",acept,"[""VB"", null, ""acept""]",.,"[""symbol"", null, "".""]"
not || acept || . || -( || 😫,not || acept || . || -( || 😫,5,1,"[0, 0, 0, 1, 1]","[0, 0, 0, 1, 1]",,,,,3333,[15],😫,😫^12,😫,EMOIMG,"[""negative"", -0.7249999999999999]",22,"[0, 15]","[0, 11]",😫,12,0,,,,,,,can,"[""MD"", null, ""can""]",not,"[""RB"", null, ""not""]",acept,"[""VB"", null, ""acept""]",.,"[""symbol"", null, "".""]",-(,"[""EMOASC"", null, ""-(""]"
", || but || a || big || explanation || .",", || but || a || big || explan || .",6,1,"[0, 0, 0, 0, 1, 0]","[0, 0, 0, 0, 1, 0]","[0, 0, 0, 1, 0, 0]","[0, 0, 0, 3, 0, 0]",,,5555,"[8, 2, 11, 4]",explanation,expla^5nation,explan,NN,"[""neutral"", 0.0]",28,"[0, 8]","[0, 6]",a,5,4,,,,,,,model,"[""NN"", null, ""model""]",",","[""symbol"", null, "",""]",but,"[""CC"", null, ""but""]",a,"[""DT"", null, ""a""]",big,"[""JJ"", {""big"": 3}, ""big""]"
", || but || a || big || explanation || .",", || but || a || big || explan || .",6,1,"[0, 0, 0, 0, 1, 0]","[0, 0, 0, 0, 1, 0]","[0, 0, 0, 1, 0, 0]","[0, 0, 0, 3, 0, 0]",,,5555,"[8, 2, 11, 4]",big,,big,JJ,"[""neutral"", 0.0]",,,,,,,,7,"[0, 5]","[0, 5]","{""big"": 3}",3,tiny,"[""JJ"", null, ""tini""]",model,"[""NN"", null, ""model""]",",","[""symbol"", null, "",""]",but,"[""CC"", null, ""but""]",a,"[""DT"", null, ""a""]"
think || about || it || ? || 1 || 😫,think || about || it || ? || 1 || 😫,6,1,"[0, 0, 0, 1, 1, 1]","[0, 0, 0, 1, 1, 1]",,,,,5555,"[8, 2, 11, 4]",?,?^4,?,symbol,"[""neutral"", 0.0]",31,"[2, 6]","[2, 6]",?,4,0,,,,,,,do,"[""VBP"", null, ""do""]",you,"[""PRP"", null, ""you""]",think,"[""VB"", null, ""think""]",about,"[""IN"", null, ""about""]",it,"[""PRP"", null, ""it""]"
think || about || it || ? || 1 || 😫,think || about || it || ? || 1 || 😫,6,1,"[0, 0, 0, 1, 1, 1]","[0, 0, 0, 1, 1, 1]",,,,,5555,"[8, 2, 11, 4]",1,1^6,1,number,"[""neutral"", 0.0]",32,"[2, 7]","[2, 7]",1,6,0,,,,,,,you,"[""PRP"", null, ""you""]",think,"[""VB"", null, ""think""]",about,"[""IN"", null, ""about""]",it,"[""PRP"", null, ""it""]",?,"[""symbol"", null, ""?""]"
think || about || it || ? || 1 || 😫,think || about || it || ? || 1 || 😫,6,1,"[0, 0, 0, 1, 1, 1]","[0, 0, 0, 1, 1, 1]",,,,,5555,"[8, 2, 11, 4]",😫,😫^4,😫,EMOIMG,"[""neutral"", 0.0]",33,"[2, 8]","[2, 8]",😫,4,0,,,,,,,think,"[""VB"", null, ""think""]",about,"[""IN"", null, ""about""]",it,"[""PRP"", null, ""it""]",?,"[""symbol"", null, ""?""]",1,"[""number"", null, ""1""]"
but || you,but || you,2,4,"[10, 6]","[15, 8]","[4, 2]","[10, 4]",,,5555,"[8, 2, 11, 4]",but,b^6ut,but,FW,"[""neutral"", 0.0]",42,"[3, 4]","[3, 2]",b,6,0,"[3, 2]",10,"[3, 4]","[3, 2]","{""b^6ut"": 1, ""b^5ut^4"": 1, ""b^5u^5t"": 1}",3,😫,"[""EMOIMG"", null, ""\ud83d\ude2b""]",1,"[""number"", null, ""1""]",.,"[""symbol"", null, "".""]",but,"[""NNP"", {""bu^5t^4"": 1, ""b^5u^4t^4"": 1}, ""but""]",you,"[""NN"", {""yo^6u"": 1, ""y^6ou"": 1}, ""you""]"
but || you,but || you,2,4,"[10, 6]","[15, 8]","[4, 2]","[10, 4]",,,5555,"[8, 2, 11, 4]",but,b^5ut^4,but,FW,"[""neutral"", 0.0]",43,"[3, 5]","[3, 2]",b,5,0,"[3, 2]",10,"[3, 4]","[3, 2]","{""b^6ut"": 1, ""b^5ut^4"": 1, ""b^5u^5t"": 1}",3,😫,"[""EMOIMG"", null, ""\ud83d\ude2b""]",1,"[""number"", null, ""1""]",.,"[""symbol"", null, "".""]",but,"[""NNP"", {""bu^5t^4"": 1, ""b^5u^4t^4"": 1}, ""but""]",you,"[""NN"", {""yo^6u"": 1, ""y^6ou"": 1}, ""you""]"
but || you,but || you,2,4,"[10, 6]","[15, 8]","[4, 2]","[10, 4]",,,5555,"[8, 2, 11, 4]",but,b^5ut^4,but,FW,"[""neutral"", 0.0]",44,"[3, 5]","[3, 2]",t,4,2,"[3, 2]",10,"[3, 4]","[3, 2]","{""b^6ut"": 1, ""b^5ut^4"": 1, ""b^5u^5t"": 1}",3,😫,"[""EMOIMG"", null, ""\ud83d\ude2b""]",1,"[""number"", null, ""1""]",.,"[""symbol"", null, "".""]",but,"[""NNP"", {""bu^5t^4"": 1, ""b^5u^4t^4"": 1}, ""but""]",you,"[""NN"", {""yo^6u"": 1, ""y^6ou"": 1}, ""you""]"
but || you,but || you,2,4,"[10, 6]","[15, 8]","[4, 2]","[10, 4]",,,5555,"[8, 2, 11, 4]",but,b^5u^5t,but,FW,"[""neutral"", 0.0]",45,"[3, 6]","[3, 2]",b,5,0,"[3, 2]",10,"[3, 4]","[3, 2]","{""b^6ut"": 1, ""b^5ut^4"": 1, ""b^5u^5t"": 1}",3,😫,"[""EMOIMG"", null, ""\ud83d\ude2b""]",1,"[""number"", null, ""1""]",.,"[""symbol"", null, "".""]",but,"[""NNP"", {""bu^5t^4"": 1, ""b^5u^4t^4"": 1}, ""but""]",you,"[""NN"", {""yo^6u"": 1, ""y^6ou"": 1}, ""you""]"
but || you,but || you,2,4,"[10, 6]","[15, 8]","[4, 2]","[10, 4]",,,5555,"[8, 2, 11, 4]",but,b^5u^5t,but,FW,"[""neutral"", 0.0]",46,"[3, 6]","[3, 2]",u,5,1,"[3, 2]",10,"[3, 4]","[3, 2]","{""b^6ut"": 1, ""b^5ut^4"": 1, ""b^5u^5t"": 1}",3,😫,"[""EMOIMG"", null, ""\ud83d\ude2b""]",1,"[""number"", null, ""1""]",.,"[""symbol"", null, "".""]",but,"[""NNP"", {""bu^5t^4"": 1, ""b^5u^4t^4"": 1}, ""but""]",you,"[""NN"", {""yo^6u"": 1, ""y^6ou"": 1}, ""you""]"
but || you,but || you,2,4,"[10, 6]","[15, 8]","[4, 2]","[10, 4]",,,5555,"[8, 2, 11, 4]",but,b^5u^4t^4,but,NNP,"[""neutral"", 0.0]",35,"[3, 0]","[3, 0]",b,5,0,"[3, 0]",8,"[3, 0]","[3, 0]","{""bu^5t^4"": 1, ""b^5u^4t^4"": 1}",2,?,"[""symbol"", null, ""?""]",1,"[""number"", null, ""1""]",😫,"[""EMOIMG"", null, ""\ud83d\ude2b""]",1,"[""number"", null, ""1""]",.,"[""symbol"", null, "".""]"
